,name,pdf_url,pmid,doi
13392,open_access/32838591,,32838591,10.1080/13816810.2020.1804945
13394,open_access/32862028,,32862028,10.1016/j.cmpb.2020.105722
13399,open_access/32829694,,32829694,10.1177/1708538120949658
13400,open_access/32838430,,32838430,10.1055/a-1244-5698
13401,open_access/32839920,,32839920,10.1007/s12149-020-01510-6
13402,open_access/32833638,,32833638,10.1109/TNSRE.2020.3018959
13404,open_access/32889406,,32889406,10.1016/j.cmpb.2020.105709
13405,open_access/32829419,,32829419,10.1007/s10916-020-01639-x
13417,open_access/32829381,,32829381,10.1038/s41374-020-0472-x
13420,open_access/32822302,,32822302,10.1109/TCBB.2020.3018467
13427,open_access/32820357,,32820357,10.1007/s00414-020-02346-5
13431,open_access/32464608,,32464608,10.1088/1361-6579/ab979f
13441,open_access/32585042,,32585042,10.1111/pai.13314
13442,open_access/32972670,,32972670,10.1016/j.artmed.2020.101950
13448,open_access/32740951,,32740951,10.1111/jop.13089
13452,open_access/32820495,,32820495,10.1055/s-0040-1715655
13455,open_access/32820355,,32820355,10.1007/s11517-020-02237-2
13456,open_access/32889355,,32889355,10.1016/j.jpsychires.2020.08.001
13458,open_access/32761917,,32761917,10.1002/mp.14437
13461,open_access/32761609,,32761609,10.1002/ijc.33245
13464,open_access/32822878,,32822878,10.1016/j.jse.2020.07.042
13471,open_access/32928593,,32928593,10.1016/j.arth.2020.08.034
13475,open_access/32871292,,32871292,10.1016/j.ejrad.2020.109205
13477,open_access/32816791,,32816791,10.1136/bjophthalmol-2020-317182
13479,open_access/32877811,,32877811,10.1016/j.cmpb.2020.105712
13489,open_access/32823009,,32823009,10.1016/j.jss.2020.07.047
13502,open_access/32803448,,32803448,10.1007/s11517-020-02206-9
13509,open_access/32804651,,32804651,10.1109/TNSRE.2020.3016916
13511,open_access/32927257,,32927257,10.1016/j.compbiomed.2020.103958
13514,open_access/32814641,,32814641,10.1016/j.ygyno.2020.07.099
13516,open_access/32861050,,32861050,10.1016/j.compbiomed.2020.103971
13517,open_access/32810479,,32810479,10.1016/j.gie.2020.08.011
13520,open_access/32810473,,32810473,10.1016/j.jneumeth.2020.108909
13523,open_access/32846316,,32846316,10.1016/j.cmpb.2020.105705
13525,open_access/32810465,,32810465,10.1016/j.amjmed.2020.07.014
13527,open_access/32855083,,32855083,10.1016/j.carrev.2020.08.010
13530,open_access/32803417,,32803417,10.1007/s00330-020-07158-0
13538,open_access/32795159,,32795159,10.1177/0003489420950364
13539,open_access/32807590,,32807590,10.1016/j.jvoice.2020.06.004
13546,open_access/32740935,,32740935,10.1002/mp.14419
13552,open_access/32835893,,32835893,10.1016/j.compmedimag.2020.101774
13559,open_access/32800693,,32800693,10.1016/j.acra.2020.06.030
13567,open_access/33460182,,33460182,10.1002/mp.14416
13569,open_access/32794105,,32794105,10.1007/s00259-020-04986-6
13577,open_access/32794015,,32794015,10.1007/s11517-020-02229-2
13582,open_access/32938540,,32938540,10.1016/j.compbiomed.2020.103957
13584,open_access/32789530,,32789530,10.1007/s00330-020-07110-2
13587,open_access/32787634,,32787634,10.1142/S0129065720500446
13595,open_access/32649048,,32649048,10.1002/jbio.202000156
13600,open_access/32535888,,32535888,10.1111/eci.13321
13604,open_access/32795485,,32795485,10.1016/j.biosystems.2020.104211
13606,open_access/32798052,,32798052,10.1016/j.medin.2020.05.017
13609,open_access/32590360,,32590360,10.1088/1361-6579/aba07b
13615,open_access/32498059,,32498059,10.1088/1361-6579/ab998d
13618,open_access/32792098,,32792098,10.1016/j.surg.2020.06.031
13621,open_access/32559754,,32559754,10.1088/1361-6579/ab9e7b
13622,open_access/32780256,,32780256,10.1007/s11517-020-02221-w
13626,open_access/32776232,,32776232,10.1007/s00259-020-04771-5
13628,open_access/32791153,,32791153,10.1016/j.lfs.2020.118248
13630,open_access/32776208,,32776208,10.1007/s11517-020-02240-7
13631,open_access/32778959,,32778959,10.1007/s00535-020-01716-5
13632,open_access/32779023,,32779023,10.1007/s00432-020-03354-z
13636,open_access/32779049,,32779049,10.1245/s10434-020-08991-9
13637,open_access/32776391,,32776391,10.1002/jmri.27308
13640,open_access/32805697,,32805697,10.1016/j.cmpb.2020.105699
13641,open_access/32972671,,32972671,10.1016/j.artmed.2020.101918
13642,open_access/32800647,,32800647,10.1016/j.pan.2020.07.399
13643,open_access/32681587,,32681587,10.1002/mp.14401
13645,open_access/32769220,,32769220,
13647,open_access/32814253,,32814253,10.1016/j.cmpb.2020.105679
13649,open_access/32772400,,32772400,10.1111/srt.12911
13651,open_access/32562501,,32562501,10.1002/mp.14338
13653,open_access/32770574,,32770574,10.1002/jum.15427
13655,open_access/32798923,,32798923,10.1016/j.compbiomed.2020.103950
13659,open_access/32294632,,32294632,10.1088/1361-6560/ab8956
13660,open_access/32762342,,32762342,10.1177/1073191120947797
13663,open_access/32767607,,32767607,10.1111/jpc.15038
13669,open_access/32791440,,32791440,10.1016/j.cmpb.2020.105676
13673,open_access/32621348,,32621348,10.1002/ana.25839
13686,open_access/32767299,,32767299,10.1055/a-1177-0480
13695,open_access/32771313,,32771313,10.1016/j.acra.2020.07.010
13696,open_access/32762275,,32762275,10.1080/14767058.2020.1786517
13701,open_access/32755354,,32755354,10.2214/AJR.19.22578
13705,open_access/32828070,,32828070,10.1016/j.compbiomed.2020.103933
13706,open_access/32757455,,32757455,10.1111/ajco.13362
13708,open_access/32657426,,32657426,10.1002/mp.14388
13710,open_access/32757633,,32757633,10.1177/1120672120947593
13713,open_access/32592224,,32592224,10.1002/mp.14350
13720,open_access/33070874,,33070874,10.1016/j.jocn.2020.07.046
13721,open_access/32763377,,32763377,10.1016/j.ymeth.2020.07.008
13725,open_access/32677073,,32677073,10.1002/mp.14397
13739,open_access/32793769,,32793769,
13740,open_access/32455477,,32455477,10.1111/bju.15122
13742,open_access/32749555,,32749555,10.1007/s11517-020-02232-7
13743,open_access/32749203,,32749203,10.1148/radiol.2020192763
13751,open_access/32749585,,32749585,10.1007/s00330-020-07119-7
13753,open_access/32777599,,32777599,10.1016/j.compbiomed.2020.103954
13754,open_access/32700317,,32700317,10.1111/biom.13338
13764,open_access/32744201,,32744201,10.1017/S0033291720002718
13768,open_access/32747980,,32747980,10.1007/s00345-020-03392-9
13773,open_access/32798842,,32798842,10.1016/j.jns.2020.117077
13774,open_access/32891043,,32891043,10.1016/j.sleep.2020.07.033
13775,open_access/32747659,,32747659,10.1038/s41467-020-17678-4
13781,open_access/32781421,,32781421,10.1016/j.cmpb.2020.105684
13783,open_access/32743768,,32743768,10.1007/s00330-020-07091-2
13785,open_access/32740866,,32740866,10.1007/s15010-020-01488-3
13789,open_access/32771834,,32771834,10.1016/j.cmpb.2020.105681
13792,open_access/32889300,,32889300,10.1016/j.compbiomed.2020.103925
13795,open_access/32777652,,32777652,10.1016/j.cmpb.2020.105686
13796,open_access/32740863,,32740863,10.1007/s00261-020-02678-1
13800,open_access/32919184,,32919184,10.1016/j.nut.2020.110961
13805,open_access/32740698,,32740698,10.1007/s10157-020-01909-5
13818,open_access/32858484,,32858484,10.1016/j.compbiomed.2020.103940
13819,open_access/32737597,,32737597,10.1007/s10916-020-01604-8
13822,open_access/32736341,,32736341,
13825,open_access/32746328,,32746328,10.1109/TNSRE.2020.3013429
13826,open_access/32745531,,32745531,10.1016/j.gie.2020.07.060
13838,open_access/32729184,,32729184,10.1111/iju.14325
13839,open_access/32729345,,32729345,10.1080/03091902.2020.1791986
13853,open_access/32795725,,32795725,10.1016/j.ejrad.2020.109197
13860,open_access/32728871,,32728871,10.1007/s00261-020-02668-3
13862,open_access/32726811,,32726811,10.1055/s-0040-1713905
13866,open_access/32736038,,32736038,10.1016/j.nano.2020.102276
13868,open_access/32738594,,32738594,10.1016/j.intimp.2020.106818
13873,open_access/32755226,,32755226,10.2214/AJR.19.22147
13877,open_access/32853975,,32853975,10.1016/j.ijmedinf.2020.104242
13879,open_access/32800513,,32800513,10.1016/j.jtv.2020.06.002
13880,open_access/32738548,,32738548,10.1016/j.ijsu.2020.07.021
13886,open_access/32771674,,32771674,10.1016/j.compbiomed.2020.103935
13888,open_access/32638370,,32638370,10.1002/mp.14377
13893,open_access/32771679,,32771679,10.1016/j.jpsychires.2020.07.002
13894,open_access/32725337,,32725337,10.1007/s00330-020-07083-2
13897,open_access/32730939,,32730939,10.1016/j.bone.2020.115561
13898,open_access/32730917,,32730917,10.1016/j.jneumeth.2020.108886
13900,open_access/32717179,,32717179,
13901,open_access/32725335,,32725335,10.1007/s00330-020-07076-1
13909,open_access/32721953,,32721953,10.1159/000509524
13910,open_access/32329074,,32329074,10.1002/mp.14193
13914,open_access/32725617,,32725617,10.1055/a-1229-0920
13915,open_access/32721906,,32721906,10.1109/TCYB.2020.3005859
13921,open_access/32583418,,32583418,10.1002/mp.14355
13922,open_access/32720232,,32720232,10.1007/s13365-020-00870-z
13923,open_access/32579710,,32579710,10.1002/mp.14347
13929,open_access/32839067,,32839067,10.1067/j.cpradiol.2020.07.006
13931,open_access/32716403,,32716403,10.1967/s002449912101
13936,open_access/32643271,,32643271,10.1002/pmic.201900344
13940,open_access/32755759,,32755759,10.1016/j.compmedimag.2020.101753
13941,open_access/32715584,,32715584,10.1002/jmri.27266
13942,open_access/32805673,,32805673,10.1016/j.compmedimag.2020.101763
13943,open_access/32811651,,32811651,10.1016/j.amjcard.2020.07.048
13944,open_access/32826097,,32826097,10.1016/j.burns.2020.07.010
13945,open_access/32721409,,32721409,10.1016/j.jacr.2020.06.033
13948,open_access/32778485,,32778485,10.1016/j.ejso.2020.07.028
13949,open_access/32784039,,32784039,10.1016/j.forsciint.2020.110435
13951,open_access/32758706,,32758706,10.1016/j.compmedimag.2020.101752
13952,open_access/32750630,,32750630,10.1016/j.cmpb.2020.105675
13964,open_access/32713624,,32713624,10.1016/j.annemergmed.2020.05.026
13966,open_access/32717454,,32717454,10.1016/j.pdpdt.2020.101932
13975,open_access/32701397,,32701397,10.1080/07315724.2020.1774821
13976,open_access/32721827,,32721827,10.1016/j.ejrad.2020.109188
13977,open_access/32768053,,32768053,10.1016/j.compbiomed.2020.103924
13979,open_access/32712247,,32712247,10.1016/j.radonc.2020.07.031
13980,open_access/32745975,,32745975,10.1016/j.media.2020.101795
13983,open_access/32700289,,32700289,10.1007/s11325-020-02150-w
13992,open_access/32700020,,32700020,10.1007/s00330-020-07074-3
14001,open_access/32768036,,32768036,10.1016/j.compbiomed.2020.103927
14002,open_access/32235077,,32235077,10.1088/1361-6560/ab857d
14004,open_access/32711010,,32711010,10.1016/j.urology.2020.05.094
14009,open_access/32696674,,32696674,10.1080/10255842.2020.1795838
14010,open_access/32711127,,32711127,10.1016/j.prostaglandins.2020.106475
14011,open_access/32696256,,32696256,10.1007/s00330-020-07056-5
14020,open_access/32689843,,32689843,10.1142/S0129065720500471
14023,open_access/32721810,,32721810,10.1016/j.mehy.2020.110118
14026,open_access/32696414,,32696414,10.1007/s40477-020-00503-5
14028,open_access/32972660,,32972660,10.1016/j.artmed.2020.101931
14030,open_access/32750893,,32750893,10.1109/TCBB.2020.3010509
14037,open_access/32810817,,32810817,10.1016/j.compmedimag.2020.101765
14038,open_access/32696253,,32696253,10.1007/s00330-020-07071-6
14041,open_access/32702519,,32702519,10.1016/j.jaip.2020.07.010
14044,open_access/32691302,,32691302,10.1007/s11548-020-02231-x
14047,open_access/32743020,,32743020,
14049,open_access/32535992,,32535992,10.1111/pcn.13084
14050,open_access/32703604,,32703604,10.1016/j.prosdent.2020.04.010
14053,open_access/32746315,,32746315,10.1109/TNSRE.2020.3007625
14054,open_access/32691219,,32691219,10.1007/s11517-020-02174-0
14056,open_access/32861188,,32861188,10.1016/j.sleep.2020.07.015
14058,open_access/32798181,,32798181,10.1016/j.arth.2020.07.026
14059,open_access/32689863,,32689863,10.1080/08039488.2020.1748711
14061,open_access/32244234,,32244234,10.1088/1361-6560/ab8687
14070,open_access/32771673,,32771673,10.1016/j.compbiomed.2020.103919
14071,open_access/32763506,,32763506,10.1016/j.lungcan.2020.07.011
14075,open_access/32763771,,32763771,10.1016/j.cmpb.2020.105669
14077,open_access/32712525,,32712525,10.1016/j.media.2020.101791
14079,open_access/32583617,,32583617,10.1002/mp.14351
14080,open_access/32583463,,32583463,10.1002/mp.14352
14082,open_access/32763793,,32763793,10.1016/j.media.2020.101784
14083,open_access/32593219,,32593219,10.1002/mp.14357
14084,open_access/33071093,,33071093,10.1016/j.ajem.2020.07.023
14088,open_access/32681214,,32681214,10.1007/s11517-020-02225-6
14102,open_access/32677723,,32677723,10.1111/srt.12927
14103,open_access/32687831,,32687831,10.1016/j.athoracsur.2020.05.107
14105,open_access/32681210,,32681210,10.1007/s11684-020-0791-8
14110,open_access/32768035,,32768035,10.1016/j.compbiomed.2020.103762
14113,open_access/32677477,,32677477,10.1177/0883073820937515
14118,open_access/32669156,,32669156,10.1017/S0033291720002329
14119,open_access/32542758,,32542758,10.1002/mp.14328
14121,open_access/32676841,,32676841,10.1007/s11517-020-02227-4
14122,open_access/32676992,,32676992,10.1007/s11684-020-0762-0
14139,open_access/32676685,,32676685,10.1007/s00066-020-01664-2
14143,open_access/32792129,,32792129,10.1016/j.rcl.2020.06.001
14150,open_access/32680748,,32680748,10.1016/j.surg.2020.05.032
14151,open_access/32699815,,32699815,
14157,open_access/32972661,,32972661,10.1016/j.artmed.2020.101932
14158,open_access/32768042,,32768042,10.1016/j.compbiomed.2020.103893
14165,open_access/32807344,,32807344,10.1016/j.medengphy.2020.07.004
14176,open_access/32666233,,32666233,10.1007/s00261-020-02637-w
14177,open_access/32662055,,32662055,10.1007/s11548-020-02216-w
14179,open_access/32707412,,32707412,10.1016/j.neunet.2020.07.006
14180,open_access/32664744,,32664744,10.1177/1945892420941706
14181,open_access/32663060,,32663060,10.1177/0194599820940649
14183,open_access/32500192,,32500192,10.1007/s00330-020-06968-6
14186,open_access/32661584,,32661584,10.1007/s00330-020-07062-7
14189,open_access/32662038,,32662038,10.1007/s13246-020-00897-w
14190,open_access/32562286,,32562286,10.1002/mp.14339
14196,open_access/32654537,,32654537,10.1080/07420528.2020.1777150
14198,open_access/32746354,,32746354,10.1109/TBCAS.2020.3008766
14200,open_access/32661827,,32661827,10.1007/s10877-020-00553-4
14204,open_access/32480381,,32480381,10.1088/1741-2552/ab9842
14205,open_access/32675031,,32675031,10.1016/j.surg.2020.05.019
14207,open_access/32662039,,32662039,10.1007/s13246-020-00894-z
14210,open_access/32747203,,32747203,10.1053/j.jvca.2020.07.029
14211,open_access/32656955,,32656955,10.1002/jmri.27256
14212,open_access/32717577,,32717577,10.1016/j.ejrad.2020.109153
14222,open_access/32653616,,32653616,10.1016/j.avsg.2020.07.001
14227,open_access/32662400,,32662400,
14228,open_access/32688009,,32688009,10.1016/j.compbiolchem.2020.107329
14229,open_access/32650699,,32650699,10.1177/0954411920937221
14235,open_access/32554922,,32554922,
14241,open_access/32712571,,32712571,10.1016/j.cmpb.2020.105651
14244,open_access/32750631,,32750631,10.1016/j.cmpb.2020.105649
14245,open_access/32648090,,32648090,10.1007/s11517-020-02215-8
14250,open_access/32648111,,32648111,10.1007/s13246-020-00890-3
14255,open_access/32643539,,32643539,10.1177/0954411920939829
14258,open_access/32653384,,32653384,10.1016/j.jneumeth.2020.108840
14265,open_access/32639630,,32639630,10.1111/1556-4029.14502
14270,open_access/32746318,,32746318,10.1109/TNSRE.2020.3007860
14271,open_access/32643070,,32643070,10.1007/s10140-020-01767-4
14276,open_access/32674041,,32674041,10.1016/j.media.2020.101772
14277,open_access/32638276,,32638276,10.1007/s11517-020-02200-1
14280,open_access/32633668,,32633668,10.1177/0954411920938567
14281,open_access/32464620,,32464620,10.1088/1361-6579/ab979e
14282,open_access/32646685,,32646685,10.1016/j.ultrasmedbio.2020.04.018
14285,open_access/32638275,,32638275,10.1007/s11517-020-02218-5
14290,open_access/32633720,,32633720,
14298,open_access/32472743,,32472743,10.1002/alr.22632
14306,open_access/32972657,,32972657,10.1016/j.artmed.2020.101926
14308,open_access/32627223,,32627223,10.1111/jcpt.13172
14311,open_access/32632778,,32632778,10.1007/s10522-020-09890-y
14318,open_access/32658790,,32658790,10.1016/j.compbiomed.2020.103875
14320,open_access/32239521,,32239521,10.1002/mp.14161
14323,open_access/32473064,,32473064,10.1002/mp.14305
14327,open_access/32683220,,32683220,10.1016/j.mehy.2020.110070
14328,open_access/32627049,,32627049,10.1007/s00261-020-02632-1
14330,open_access/32843306,,32843306,10.1016/j.rbmo.2020.07.003
14331,open_access/32658786,,32658786,10.1016/j.compbiomed.2020.103866
14332,open_access/32634543,,32634543,10.1016/j.ijrobp.2020.06.076
14335,open_access/32673899,,32673899,10.1016/j.cmpb.2020.105640
14337,open_access/32634460,,32634460,10.1016/j.radonc.2020.06.050
14341,open_access/32634466,,32634466,10.1016/j.jdent.2020.103425
14346,open_access/32674047,,32674047,10.1016/j.cmpb.2020.105639
14348,open_access/32620007,,32620007,10.1038/s41390-020-1032-1
14350,open_access/32650088,,32650088,10.1016/j.cmpb.2020.105643
14351,open_access/32615863,,32615863,10.1177/0954411920924496
14353,open_access/32621243,,32621243,10.1007/s00330-020-06998-0
14355,open_access/32620684,,32620684,10.1136/bjophthalmol-2020-316108
14356,open_access/32506803,,32506803,10.1002/jbio.202000036
14358,open_access/33062608,,33062608,10.4103/jmss.JMSS_31_19
14367,open_access/32629365,,32629365,10.1016/j.ejca.2020.05.013
14373,open_access/32828459,,32828459,10.1016/j.artmed.2020.101924
14376,open_access/32617779,,32617779,10.1007/s00784-020-03433-y
14389,open_access/32622746,,32622746,10.1016/j.acra.2020.05.033
14392,open_access/32609562,,32609562,10.1177/0022034520936950
14393,open_access/32607805,,32607805,10.1007/s00256-020-03505-w
14395,open_access/32613401,,32613401,10.1007/s00261-020-02629-w
14397,open_access/32622740,,32622740,10.1016/j.acra.2020.06.010
14400,open_access/34467104,,34467104,10.32481/djph.2020.07.08
14404,open_access/32605433,,32605433,10.1177/0954411920935741
14405,open_access/32622747,,32622747,10.1016/j.acra.2020.05.031
14407,open_access/32659707,,32659707,10.1016/j.legalmed.2020.101744
14415,open_access/32392540,,32392540,10.1088/1361-6579/ab921d
14420,open_access/32600154,,32600154,10.1177/0194599820935446
14424,open_access/32746310,,32746310,10.1109/TNSRE.2020.3005950
14425,open_access/32607695,,32607695,10.1007/s11548-020-02219-7
14427,open_access/32650266,,32650266,10.1016/j.cmpb.2020.105611
14435,open_access/32874685,,32874685,10.12865/CHSJ.46.02.06
14445,open_access/32615276,,32615276,10.1016/j.jhep.2020.05.052
14452,open_access/32601950,,32601950,10.1007/s00330-020-07020-3
14456,open_access/32650090,,32650090,10.1016/j.cmpb.2020.105614
14457,open_access/32828456,,32828456,10.1016/j.artmed.2020.101917
14463,open_access/32615440,,32615440,10.1016/j.oraloncology.2020.104862
14469,open_access/32592409,,32592409,10.1002/jum.15376
14474,open_access/32593978,,32593978,10.1136/bjophthalmol-2019-315600
14475,open_access/32622194,,32622194,10.1016/j.thromres.2020.06.045
14478,open_access/32511793,,32511793,10.1111/jgh.15136
14480,open_access/32972654,,32972654,10.1016/j.artmed.2020.101919
14482,open_access/32600883,,32600883,10.1016/j.surg.2020.04.064
14483,open_access/32594350,,32594350,10.1007/s10792-020-01485-3
14485,open_access/32679534,,32679534,10.1016/j.media.2020.101768
14486,open_access/32594210,,32594210,10.1007/s00330-020-07024-z
14488,open_access/32592003,,32592003,10.1007/s11604-020-01009-0
14495,open_access/32598959,,32598959,10.1016/j.gie.2020.06.058
14497,open_access/32739081,,32739081,10.1016/j.arth.2020.06.063
14502,open_access/32591889,,32591889,10.1007/s00330-020-07030-1
14503,open_access/32591885,,32591885,10.1007/s00330-020-07011-4
14505,open_access/32828454,,32828454,10.1016/j.artmed.2020.101915
14508,open_access/32604042,,32604042,10.1016/j.ejrad.2020.109150
14510,open_access/32454463,,32454463,10.1088/1741-2552/ab965a
14511,open_access/32586102,,32586102,10.1177/1945892420933178
14512,open_access/32585082,,32585082,10.1111/srt.12891
14513,open_access/32592776,,32592776,10.1016/j.gie.2020.06.047
14517,open_access/32650207,,32650207,10.1016/j.forsciint.2020.110350
14518,open_access/32592757,,32592757,10.1016/j.nano.2020.102245
14519,open_access/32623348,,32623348,10.1016/j.cmpb.2020.105624
14522,open_access/32650152,,32650152,10.1016/j.neunet.2020.06.018
14523,open_access/32758874,,32758874,10.1016/j.mehy.2020.110028
14526,open_access/32473030,,32473030,10.1002/mp.14301
14527,open_access/32500634,,32500634,10.1002/jbio.202000050
14530,open_access/32634648,,32634648,10.1016/j.cmpb.2020.105629
14531,open_access/32583578,,32583578,10.1002/jmri.27202
14532,open_access/32583062,,32583062,10.1007/s00392-020-01691-0
14533,open_access/32592885,,32592885,10.1016/j.jaad.2020.06.085
14535,open_access/32593506,,32593506,10.1016/j.urolonc.2020.05.009
14536,open_access/32180243,,32180243,10.1002/mp.14144
14539,open_access/32622180,,32622180,10.1016/j.compbiolchem.2020.107317
14544,open_access/32746303,,32746303,10.1109/TNSRE.2020.3004545
14553,open_access/32746331,,32746331,10.1109/TNB.2020.3004481
14554,open_access/32590103,,32590103,10.1016/j.phrs.2020.105037
14559,open_access/32463546,,32463546,10.1002/jbio.202000114
14561,open_access/32746301,,32746301,10.1109/TNSRE.2020.3004368
14562,open_access/32573435,,32573435,
14564,open_access/32746302,,32746302,10.1109/TNSRE.2020.3004462
14565,open_access/32629359,,32629359,10.1016/j.compbiolchem.2020.107316
14567,open_access/32741529,,32741529,10.1016/j.tube.2020.101944
14568,open_access/32589588,,32589588,10.1016/j.neunet.2020.06.015
14572,open_access/32828446,,32828446,10.1016/j.artmed.2020.101898
14573,open_access/32572199,,32572199,10.1038/s41551-020-0578-x
14579,open_access/32585181,,32585181,10.1016/j.jpainsymman.2020.06.010
14580,open_access/32572198,,32572198,10.1038/s41551-020-0577-y
14585,open_access/32658741,,32658741,10.1016/j.compbiomed.2020.103871
14587,open_access/32375134,,32375134,10.1088/1741-2552/ab909d
14588,open_access/32573116,,32573116,10.1111/aos.14514
14589,open_access/32729513,,32729513,10.1016/j.bios.2020.112392
14592,open_access/32449608,,32449608,10.1111/andr.12826
14596,open_access/32828450,,32828450,10.1016/j.artmed.2020.101911
14599,open_access/32576522,,32576522,10.1016/j.dld.2020.05.020
14601,open_access/32603987,,32603987,10.1016/j.cmpb.2020.105619
14604,open_access/32564210,,32564210,10.1007/s00261-020-02614-3
14623,open_access/32562100,,32562100,10.1007/s11886-020-01321-1
14624,open_access/32558625,,32558625,10.1080/10503307.2020.1781952
14630,open_access/32588803,,32588803,
14631,open_access/32557238,,32557238,10.1007/s12350-020-02204-2
14633,open_access/32593973,,32593973,10.1016/j.cmpb.2020.105607
14637,open_access/32552552,,32552552,10.1080/02699931.2020.1781599
14641,open_access/32618533,,32618533,10.1017/ice.2020.213
14644,open_access/32593848,,32593848,10.1016/j.ijmedinf.2020.104221
14647,open_access/32556865,,32556865,10.1007/s12072-020-10046-w
14650,open_access/32392370,,32392370,10.1002/jbio.202000107
14653,open_access/32768040,,32768040,10.1016/j.compbiomed.2020.103847
14656,open_access/32557474,,32557474,10.1055/a-1167-8157
14657,open_access/32556481,,32556481,10.1007/s00259-020-04912-w
14662,open_access/32552450,,32552450,10.17796/1053-4625-44.3.6
14665,open_access/32466640,,32466640,10.1021/acssensors.0c00329
14666,open_access/32562788,,32562788,10.1016/j.prro.2020.06.003
14669,open_access/32556921,,32556921,10.1007/s11548-020-02175-2
14674,open_access/32552573,,32552573,10.1177/0962280220929045
14680,open_access/32556922,,32556922,10.1007/s11548-020-02206-y
14684,open_access/32539526,,32539526,10.1176/appi.ajp.2020.19101091
14693,open_access/32556920,,32556920,10.1007/s11548-020-02209-9
14696,open_access/32546066,,32546066,10.1177/0161734620928453
14697,open_access/32542892,,32542892,10.1002/hed.26313
14700,open_access/32306522,,32306522,10.1002/alr.22588
14701,open_access/32556923,,32556923,10.1007/s11548-020-02211-1
14703,open_access/32543166,,32543166,10.23736/S1824-4785.20.03227-6
14707,open_access/32828452,,32828452,10.1016/j.artmed.2020.101913
14708,open_access/32746183,,32746183,10.1109/TUFFC.2020.3002249
14718,open_access/32445286,,32445286,10.1002/dmrr.3348
14722,open_access/32649894,,32649894,10.1016/j.joms.2020.06.015
14724,open_access/32544823,,32544823,10.1016/j.ijmedinf.2020.104170
14728,open_access/32580056,,32580056,10.1016/j.media.2020.101754
14729,open_access/32658738,,32658738,10.1016/j.compbiomed.2020.103861
14734,open_access/32534490,,32534490,
14735,open_access/32533216,,32533216,10.1007/s00228-020-02918-9
14737,open_access/32535191,,32535191,10.1016/j.gie.2020.05.066
14741,open_access/32540334,,32540334,10.1016/j.radonc.2020.06.010
14742,open_access/32649890,,32649890,10.1016/j.joms.2020.05.042
14762,open_access/32524756,,32524756,10.1002/ajmg.a.61720
14764,open_access/32580054,,32580054,10.1016/j.cmpb.2020.105596
14767,open_access/32574987,,32574987,10.1016/j.media.2020.101733
14769,open_access/32746344,,32746344,10.1109/TBCAS.2020.3001675
14771,open_access/32518996,,32518996,10.1007/s10072-020-04499-y
14772,open_access/32252035,,32252035,10.1088/1361-6579/ab86d7
14773,open_access/32534888,,32534888,10.1016/j.hipert.2020.05.004
14775,open_access/32533948,,32533948,10.1016/j.ajo.2020.06.005
14776,open_access/32524219,,32524219,10.1007/s00330-020-06982-8
14777,open_access/32524377,,32524377,10.1007/s13246-020-00886-z
14783,open_access/32534243,,32534243,10.1016/j.ejca.2020.04.043
14784,open_access/32524222,,32524222,10.1007/s00330-020-06958-8
14787,open_access/32636105,,32636105,10.1053/j.jvca.2020.06.007
14796,open_access/32516073,,32516073,10.1097/JU.0000000000001183
14798,open_access/32868011,,32868011,10.1016/j.jse.2020.05.013
14803,open_access/32518963,,32518963,10.1007/s00422-020-00834-w
14806,open_access/32544778,,32544778,10.1016/j.cmpb.2020.105567
14809,open_access/32517533,,32517533,10.1177/0284185120922822
14810,open_access/32713541,,32713541,10.1016/j.jse.2020.04.009
14812,open_access/32650284,,32650284,10.1016/j.diagmicrobio.2020.115104
14814,open_access/32514728,,32514728,10.1007/s11548-020-02199-8
14815,open_access/32512596,,32512596,10.1055/s-0040-1710573
14820,open_access/32510620,,32510620,10.1002/jcp.29842
14827,open_access/32540607,,32540607,10.1016/j.mehy.2020.109978
14829,open_access/32595003,,32595003,10.1016/j.arth.2020.05.077
14830,open_access/32512131,,32512131,10.1016/j.pnpbp.2020.109989
14831,open_access/32544776,,32544776,10.1016/j.cmpb.2020.105555
14832,open_access/32513446,,32513446,10.1016/j.brachy.2020.04.008
14834,open_access/32506212,,32506212,10.1007/s11282-020-00449-8
14835,open_access/32506182,,32506182,10.1007/s00380-020-01640-x
14839,open_access/32501152,,32501152,10.1177/0161734620932609
14840,open_access/32828461,,32828461,10.1016/j.artmed.2020.101858
14847,open_access/32507059,,32507059,10.1142/S0129065720500318
14850,open_access/32503056,,32503056,10.1055/a-1194-8771
14851,open_access/32504345,,32504345,10.1007/s11517-020-02197-7
14854,open_access/32503859,,32503859,10.1136/annrheumdis-2019-216636
14856,open_access/32493535,,32493535,10.1017/S0033291720001579
14859,open_access/32497337,,32497337,10.1002/jemt.23509
14861,open_access/32500195,,32500195,10.1007/s00330-020-06972-w
14863,open_access/32500277,,32500277,10.1007/s00234-020-02465-1
14866,open_access/32505685,,32505685,10.1016/j.gie.2020.05.043
14872,open_access/32505614,,32505614,10.1016/j.ultrasmedbio.2020.03.002
14874,open_access/32554139,,32554139,10.1016/j.cmpb.2020.105584
14875,open_access/32682214,,32682214,10.1016/j.mehy.2020.109922
14878,open_access/32496139,,32496139,10.1142/S012906572050029X
14879,open_access/32499330,,32499330,10.1136/bjophthalmol-2020-315817
